taxid	name	rank	species_taxid	species_name	ogt	regime	ogt_match_type	ogt_row_count	ogt_temp_min	ogt_temp_max	ogt_raw_temps	ogt_sources	ogt_source_ids	ogt_parse_modes	ogt_has_range	ogt_range_count	ogt_source_taxids	superkingdom	phylum	class	order	family	genus
857252	Halopseudomonas aestusnigri	species	857252	Halopseudomonas aestusnigri	27.5	meso	exact_taxid	1	27.5	27.5	27.5	Tempura	Tempura3182	point	no	0	857252	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas
857293	Caloramator australicus RC3	strain	515264	Caloramator australicus	60.0	thermo	exact_taxid	2	60.0	60.0	60;60.0	BacDive;Tempura	2523;Tempura356	point	no	0	857293	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator
857392	Marinilabilia nitratireducens	species	857392	Marinilabilia nitratireducens	33.5	meso	exact_taxid	1	33.5	33.5	33.5	Tempura	Tempura3047	point	no	0	857392	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Marinilabilia
857417	Janibacter indicus	species	857417	Janibacter indicus	29.0	meso	exact_taxid	1	29.0	29.0	29.0	Tempura	Tempura4488	point	no	0	857417	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
857427	Microbacterium hydrothermale	species	857427	Microbacterium hydrothermale	29.0	meso	exact_taxid	1	29.0	29.0	29.0	Tempura	Tempura6181	point	no	0	857427	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium
858215	Thermoanaerobacterium xylanolyticum LX-11	strain	29329	Thermoanaerobacterium xylanolyticum	60.0	thermo	exact_taxid	1	60.0	60.0	60.0	ThermoBase	ThermoBase398	point	no	0	858215	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacterium
858423	Bradyrhizobium arachidis	species	858423	Bradyrhizobium arachidis	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura7708	point	no	0	858423	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium
858455	Rhodomicrobium udaipurense JA643	strain	1202716	Rhodomicrobium udaipurense	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura3775	point	no	0	858455	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Rhodomicrobium
858619	Corynebacterium variabile DSM 44702	strain	1727	Corynebacterium variabile	27.8	meso	species_taxid	2	27.5	28.0	28;27.5	BacDive;Lyubetsky et al., 2020	3124;Lyu230	point	no	0	1727	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
859059	Aliidiomarina haloalkalitolerans	species	859059	Aliidiomarina haloalkalitolerans	33.5	meso	exact_taxid	1	33.5	33.5	33.5	Tempura	Tempura4227	point	no	0	859059	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina
859143	Cytobacillus kochii	species	859143	Cytobacillus kochii	30.0	meso	exact_taxid	2	30.0	30.0	30;30.0	BacDive;Tempura	1318;Tempura3822	point	no	0	859143	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus
859144	Cytobacillus gottheilii	species	859144	Cytobacillus gottheilii	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura3821	point	no	0	859144	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus
859243	Caldilinea tarbellica	species	859243	Caldilinea tarbellica	55.0	thermo	exact_taxid	1	55.0	55.0	55.0	Tempura	Tempura492	point	no	0	859243	Bacteria	Chloroflexota	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea
859830	Microbacterium assamensis	species	859830	Microbacterium assamensis	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5226	point	no	0	859830	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium
860221	Georgenia satyanarayanai	species	860221	Georgenia satyanarayanai	35.0	meso	exact_taxid	1	35.0	35.0	35.0	Tempura	Tempura3504	point	no	0	860221	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Bogoriellaceae	Georgenia
860233	Amycolatopsis endophytica	species	860233	Amycolatopsis endophytica	31.0	meso	exact_taxid	1	31.0	31.0	31.0	Tempura	Tempura2397	point	no	0	860233	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis
860235	Kibdelosporangium phytohabitans	species	860235	Kibdelosporangium phytohabitans	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5682	point	no	0	860235	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium
860242	Nocardia endophytica	species	860242	Nocardia endophytica	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura8313	point	no	0	860242	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia
860243	Nocardioides panzhihuensis	species	860243	Nocardioides panzhihuensis	26.5	meso	exact_taxid	1	26.5	26.5	26.5	Tempura	Tempura7493	point	no	0	860243	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides
860790	Fodinibius salinus	species	860790	Fodinibius salinus	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura1708	point	no	0	860790	Bacteria	Balneolota	Balneolia	Balneolales	Balneolaceae	Fodinibius
861051	Marinoscillum luteum	species	861051	Marinoscillum luteum	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura3820	point	no	0	861051	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Reichenbachiellaceae	Marinoscillum
861110	Mesonia ostreae	species	861110	Mesonia ostreae	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura7529	point	no	0	861110	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mesonia
861111	Lutibacter aestuarii	species	861111	Lutibacter aestuarii	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5225	point	no	0	861111	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter
861298	Vibrio xiamenensis	species	861298	Vibrio xiamenensis	33.5	meso	exact_taxid	1	33.5	33.5	33.5	Tempura	Tempura4233	point	no	0	861298	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
861299	Gemmatirosa kalamazoonensis	species	861299	Gemmatirosa kalamazoonensis	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura3401	point	no	0	861299	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa
861445	Psychrobacter sanguinis	species	861445	Psychrobacter sanguinis	33.5	meso	exact_taxid	1	33.5	33.5	33.5	Tempura	Tempura5972	point	no	0	861445	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter
861532	Ammoniphilus resinae	species	861532	Ammoniphilus resinae	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5224	point	no	0	861532	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Ammoniphilus
861533	Azospirillum formosense	species	861533	Azospirillum formosense	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5195	point	no	0	861533	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum
861534	Sphingomonas formosensis	species	861534	Sphingomonas formosensis	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5222	point	no	0	861534	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
862126	Mucilaginibacter ginsenosidivorax	species	862126	Mucilaginibacter ginsenosidivorax	33.5	meso	exact_taxid	1	33.5	33.5	33.5	Tempura	Tempura3046	point	no	0	862126	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
862134	Sphingomonas ginsenosidimutans	species	862134	Sphingomonas ginsenosidimutans	27.5	meso	exact_taxid	1	27.5	27.5	27.5	Tempura	Tempura3184	point	no	0	862134	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
862135	Sphingomonas ginsenosidivorax	species	862135	Sphingomonas ginsenosidivorax	27.5	meso	exact_taxid	1	27.5	27.5	27.5	Tempura	Tempura6314	point	no	0	862135	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
862415	Pectinatus brassicae	species	862415	Pectinatus brassicae	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura4053	point	no	0	862415	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Pectinatus
862422	Actinotalea fermentans ATCC 43279 = JCM 9966 = DSM 3133	strain	43671	Actinotalea fermentans	28.0	meso	exact_taxid	1	28.0	28.0	28	BacDive	2385	point	no	0	862422	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Actinotalea
862644	Priestia paraflexa	species	862644	Priestia paraflexa	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura2885	point	no	0	862644	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia
862645	Bacillus pseudoflexus	species	862645	Bacillus pseudoflexus	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura2884	point	no	0	862645	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
863227	Trinickia symbiotica	species	863227	Trinickia symbiotica	35.0	meso	exact_taxid	1	35.0	35.0	35.0	Tempura	Tempura2637	point	no	0	863227	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Trinickia
863239	Corynebacterium nuruki S6-4	strain	1032851	Corynebacterium nuruki	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura1703	point	no	0	863239	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
863370	Meiothermus granaticius	species	863370	Meiothermus granaticius	47.5	thermo	exact_taxid	2	47.5	47.5	47.5;47.5	Tempura;ThermoBase	ThermoBase838;Tempura917	point	no	0	863370	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Meiothermus
863449	Cytobacillus purgationiresistens	species	863449	Cytobacillus purgationiresistens	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5221	point	no	0	863449	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus
863522	Bryocella elongata	species	863522	Bryocella elongata	22.0	meso	exact_taxid	3	22.0	22.0	20-24;22.0;22.0	BacDive;Tempura;aciDB	141;Tempura7518;aciDB105	point;range_midpoint	yes	1	863522	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Bryocella
864064	Flagellimonas beolgyonensis	species	864064	Flagellimonas beolgyonensis	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura3400	point	no	0	864064	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flagellimonas
864068	Thalassotalea agariperforans	species	864068	Thalassotalea agariperforans	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5220	point	no	0	864068	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea
864069	Microvirga lotononidis	species	864069	Microvirga lotononidis	41.0	meso	exact_taxid	2	41.0	41.0	41.0;41.0	Tempura;ThermoBase	ThermoBase1100;Tempura1524	point	no	0	864069	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga
864070	Microvirga zambiensis WSM3693	strain	1402137	Microvirga zambiensis	35.0	meso	exact_taxid	1	35.0	35.0	35.0	Tempura	Tempura4706	point	no	0	864070	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga
864074	Winogradskyella aquimaris	species	864074	Winogradskyella aquimaris	33.5	meso	exact_taxid	1	33.5	33.5	33.5	Tempura	Tempura5974	point	no	0	864074	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
864564	Parascardovia denticolens DSM 10105 = JCM 12538	strain	78258	Parascardovia denticolens	37.5	meso	species_taxid	1	37.5	37.5	37.5	Lyubetsky et al., 2020	Lyu803	point	no	0	78258	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Parascardovia
864828	Pseudoduganella umbonata	species	864828	Pseudoduganella umbonata	29.0	meso	exact_taxid	1	29.0	29.0	29.0	Tempura	Tempura6179	point	no	0	864828	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudoduganella
865757	Photobacterium atrarenae	species	865757	Photobacterium atrarenae	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura3399	point	no	0	865757	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
865937	Gillisia limnaea DSM 15749	strain	195907	Gillisia limnaea	20.0	meso	exact_taxid	1	20.0	20.0	20	BacDive	5600	point	no	0	865937	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gillisia
866565	Polaromonas cryoconiti	species	866565	Polaromonas cryoconiti	5.5	psychro	exact_taxid	1	5.5	5.5	5.5	Tempura	Tempura8555	point	no	0	866565	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas
866780	Sutcliffiella zhanjiangensis	species	866780	Sutcliffiella zhanjiangensis	32.5	meso	exact_taxid	1	32.5	32.5	32.5	Tempura	Tempura2424	point	no	0	866780	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Sutcliffiella
866785	Chryseobacterium vietnamense	species	866785	Chryseobacterium vietnamense	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5219	point	no	0	866785	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium
866786	Shouchella rhizosphaerae	species	866786	Shouchella rhizosphaerae	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura4052	point	no	0	866786	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Shouchella
866790	Methanothermobacter sp. CaT2	species	866790	Methanothermobacter sp. CaT2	55.0	thermo	exact_taxid	1	55.0	55.0	55.0	ThermoBase	ThermoBase1188	point	no	0	866790	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter
866807	Aureibacter tunicatorum	species	866807	Aureibacter tunicatorum	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5218	point	no	0	866807	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Persicobacteraceae	Aureibacter
867345	Ectothiorhodospira magna	species	867345	Ectothiorhodospira magna	32.5	meso	exact_taxid	1	32.5	32.5	32.5	Tempura	Tempura2422	point	no	0	867345	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Ectothiorhodospira
867900	Cellulophaga lytica DSM 7489	strain	979	Cellulophaga lytica	26.0	meso	exact_taxid	1	26.0	26.0	22-30	BacDive	5499	range_midpoint	yes	1	867900	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga
867902	Ornithobacterium rhinotracheale DSM 15997	strain	28251	Ornithobacterium rhinotracheale	36.0	meso	species_taxid	1	36.0	36.0	36.0	Lyubetsky et al., 2020	Lyu612	point	no	0	28251	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Ornithobacterium
867916	Thermoproteus thermophilus	species	867916	Thermoproteus thermophilus	85.0	thermo	exact_taxid	2	85.0	85.0	85.0;85.0	Tempura;ThermoBase	ThermoBase104;Tempura88	point	no	0	867916	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus
867917	Vulcanisaeta thermophila	species	867917	Vulcanisaeta thermophila	85.0	thermo	exact_taxid	3	85.0	85.0	85.0;85.0;85.0	Tempura;ThermoBase;aciDB	ThermoBase105;Tempura87;aciDB406	point	no	0	867917	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta
868131	Methanobacterium paludis	species	868131	Methanobacterium paludis	34.5	meso	exact_taxid	1	34.5	34.5	34.5	Tempura	Tempura4198	point	no	0	868131	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium
869210	Marinithermus hydrothermalis DSM 14884	strain	186192	Marinithermus hydrothermalis	67.5	thermo	exact_taxid	1	67.5	67.5	67.5	ThermoBase	ThermoBase347	point	no	0	869210	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Marinithermus
869279	Thermanaerothrix daxensis	species	869279	Thermanaerothrix daxensis	65.0	thermo	exact_taxid	1	65.0	65.0	65.0	ThermoBase	ThermoBase344	point	no	0	869279	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermanaerothrix
869394	Lacihabitans soyangensis	species	869394	Lacihabitans soyangensis	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura7928	point	no	0	869394	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Leadbetterellaceae	Lacihabitans
869397	Mucilaginibacter soyangensis	species	869397	Mucilaginibacter soyangensis	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura7621	point	no	0	869397	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
869555	Paenibacillus aceris	species	869555	Paenibacillus aceris	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5217	point	no	0	869555	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
869718	Mucilaginibacter angelicae	species	869718	Mucilaginibacter angelicae	27.5	meso	exact_taxid	1	27.5	27.5	27.5	Tempura	Tempura7131	point	no	0	869718	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
869719	Sphingomonas endophytica	species	869719	Sphingomonas endophytica	28.5	meso	exact_taxid	1	28.5	28.5	28.5	Tempura	Tempura2402	point	no	0	869719	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
869805	Desulfosoma profundi	species	869805	Desulfosoma profundi	55.0	thermo	exact_taxid	2	55.0	55.0	55.0;55.0	Tempura;ThermoBase	ThermoBase665;Tempura610	point	no	0	869805	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfosoma
869886	Halosimplex pelagicum	species	869886	Halosimplex pelagicum	42.0	meso	exact_taxid	2	42.0	42.0	42.0;42.0	Tempura;ThermoBase	ThermoBase1089;Tempura1516	point	no	0	869886	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halosimplex
869888	Salinarchaeum laminariae	species	869888	Salinarchaeum laminariae	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura1118	point	no	0	869888	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Natronoarchaeaceae	Salinarchaeum
869889	Halosimplex rubrum	species	869889	Halosimplex rubrum	42.0	meso	exact_taxid	2	42.0	42.0	42.0;42.0	Tempura;ThermoBase	ThermoBase1090;Tempura1515	point	no	0	869889	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halosimplex
869890	Halovenus rubra	species	869890	Halovenus rubra	42.0	meso	exact_taxid	2	42.0	42.0	42.0;42.0	Tempura;ThermoBase	ThermoBase976;Tempura1041	point	no	0	869890	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halovenus
869891	Halohasta litorea	species	869891	Halohasta litorea	40.0	meso	exact_taxid	2	40.0	40.0	40.0;40.0	Tempura;ThermoBase	ThermoBase1021;Tempura1055	point	no	0	869891	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloferacaceae	Halohasta
869892	Haloplanus ruber	species	869892	Haloplanus ruber	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura1581	point	no	0	869892	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloferacaceae	Haloplanus
869962	Pedobacter boryungensis	species	869962	Pedobacter boryungensis	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura6741	point	no	0	869962	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
870242	Carboxydothermus pertinax	species	870242	Carboxydothermus pertinax	65.0	thermo	exact_taxid	2	65.0	65.0	65.0;65.0	Tempura;ThermoBase	ThermoBase377;Tempura334	point	no	0	870242	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus
870476	Sphingobium jiangsuense	species	870476	Sphingobium jiangsuense	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5681	point	no	0	870476	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
870477	Nonomuraea rhizophila	species	870477	Nonomuraea rhizophila	24.0	meso	exact_taxid	1	24.0	24.0	24.0	Tempura	Tempura6486	point	no	0	870477	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea
870480	Zobellella aerophila	species	870480	Zobellella aerophila	32.5	meso	exact_taxid	1	32.5	32.5	32.5	Tempura	Tempura4330	point	no	0	870480	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Zobellella
870481	Snuella lapsa	species	870481	Snuella lapsa	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura3819	point	no	0	870481	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Snuella
870482	Algibacter pectinivorans	species	870482	Algibacter pectinivorans	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura6740	point	no	0	870482	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter
870484	Nonlabens agnitus	species	870484	Nonlabens agnitus	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura6739	point	no	0	870484	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens
870485	Aquimarina addita	species	870485	Aquimarina addita	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura7927	point	no	0	870485	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina
870486	Flavivirga amylovorans	species	870486	Flavivirga amylovorans	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura7926	point	no	0	870486	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavivirga
870487	Flavivirga jejuensis	species	870487	Flavivirga jejuensis	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura7925	point	no	0	870487	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavivirga
870903	Terriglobus saanensis	species	870903	Terriglobus saanensis	25.0	meso	exact_taxid	2	25.0	25.0	25.0;25.0	BacDive;Tempura	135;Tempura7924	point	no	0	870903	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Terriglobus
870908	Cognatishimia maritima	species	870908	Cognatishimia maritima	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5216	point	no	0	870908	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cognatishimia
871203	Caballeronia zhejiangensis	species	871203	Caballeronia zhejiangensis	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura3818	point	no	0	871203	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia
871651	Poseidonocella pacifica	species	871651	Poseidonocella pacifica	27.5	meso	exact_taxid	1	27.5	27.5	27.5	Tempura	Tempura3183	point	no	0	871651	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Poseidonocella
871652	Poseidonocella sedimentorum	species	871652	Poseidonocella sedimentorum	26.5	meso	exact_taxid	1	26.5	26.5	26.5	Tempura	Tempura3209	point	no	0	871652	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Poseidonocella
871694	Flavobacterium ginsengisoli	species	871694	Flavobacterium ginsengisoli	27.5	meso	exact_taxid	1	27.5	27.5	27.5	Tempura	Tempura7130	point	no	0	871694	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
871695	Flavobacterium ginsengiterrae	species	871695	Flavobacterium ginsengiterrae	29.0	meso	exact_taxid	1	29.0	29.0	29.0	Tempura	Tempura7076	point	no	0	871695	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
871696	Pedobacter ginsengiterrae	species	871696	Pedobacter ginsengiterrae	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura7256	point	no	0	871696	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
871741	Brevundimonas viscosa	species	871741	Brevundimonas viscosa	29.0	meso	exact_taxid	1	29.0	29.0	29.0	Tempura	Tempura6593	point	no	0	871741	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
871742	Pseudoduganella flava	species	871742	Pseudoduganella flava	29.0	meso	exact_taxid	1	29.0	29.0	29.0	Tempura	Tempura2492	point	no	0	871742	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudoduganella
872115	Shivajiella indica	species	872115	Shivajiella indica	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5215	point	no	0	872115	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Shivajiella
872327	Lactobacillus pasteurii	species	872327	Lactobacillus pasteurii	41.0	meso	exact_taxid	1	41.0	41.0	41	BacDive	6489	point	no	0	872327	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
872396	Bacillus daqingensis	species	872396	Bacillus daqingensis	35.0	meso	exact_taxid	1	35.0	35.0	35.0	Tempura	Tempura1212	point	no	0	872396	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
872965	Ardenticatena maritima	species	872965	Ardenticatena maritima	62.5	thermo	exact_taxid	2	62.5	62.5	62.5;62.5	Tempura;ThermoBase	ThermoBase318;Tempura284	point	no	0	872965	Bacteria	Chloroflexota	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena
872970	Amphibacillus marinus	species	872970	Amphibacillus marinus	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura901	point	no	0	872970	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Amphibacillus
