taxid	name	rank	species_taxid	species_name	ogt	regime	ogt_match_type	ogt_row_count	ogt_temp_min	ogt_temp_max	ogt_raw_temps	ogt_sources	ogt_source_ids	ogt_parse_modes	ogt_has_range	ogt_range_count	ogt_source_taxids	superkingdom	phylum	class	order	family	genus
1607839	Leuconostoc gelidum subsp. gelidum	subspecies	1244	Leuconostoc gelidum	25.0	meso	species_taxid	1	25.0	25.0	25.0	Lyubetsky et al., 2020	Lyu184	point	no	0	1244	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc
1607949	Tianweitania populi	species	1607949	Tianweitania populi	29.0	meso	exact_taxid	1	29.0	29.0	29.0	Tempura	Tempura6150	point	no	0	1607949	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Tianweitania
1607951	Christiangramia lutea	species	1607951	Christiangramia lutea	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5036	point	no	0	1607951	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Christiangramia
1607954	Aliiglaciecola aliphaticivorans	species	1607954	Aliiglaciecola aliphaticivorans	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5037	point	no	0	1607954	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aliiglaciecola
1608422	Henriciella algicola	species	1608422	Henriciella algicola	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura4161	point	no	0	1608422	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae	Henriciella
1608465	Natrinema sp. CBA1119	species	1608465	Natrinema sp. CBA1119	50.0	thermo	exact_taxid	1	50.0	50.0	50.0	ThermoBase	ThermoBase488	point	no	0	1608465	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema
1608583	Streptococcus varani	species	1608583	Streptococcus varani	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura4845	point	no	0	1608583	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
1608613	Modestobacter lapidis	species	1608613	Modestobacter lapidis	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5531	point	no	0	1608613	Bacteria	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Modestobacter
1608614	Modestobacter muralis	species	1608614	Modestobacter muralis	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5530	point	no	0	1608614	Bacteria	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Modestobacter
1608942	Pseudoroseomonas oryzae	species	1608942	Pseudoroseomonas oryzae	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura1938	point	no	0	1608942	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Pseudoroseomonas
1608946	Rhodobacter azollae	species	1608946	Rhodobacter azollae	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura6675	point	no	0	1608946	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodobacter
1608996	Pseudomonas helleri	species	1608996	Pseudomonas helleri	32.0	meso	exact_taxid	1	32.0	32.0	32.0	Tempura	Tempura7347	point	no	0	1608996	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
1609272	Streptomyces adustus	species	1609272	Streptomyces adustus	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5529	point	no	0	1609272	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces
1609559	Pyrococcus kukulkanii	species	1609559	Pyrococcus kukulkanii	105.0	thermo	exact_taxid	2	105.0	105.0	105.0;105.0	Tempura;ThermoBase	ThermoBase3;Tempura3	point	no	0	1609559	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus
1609977	Sphingomonas hengshuiensis	species	1609977	Sphingomonas hengshuiensis	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura6868	point	no	0	1609977	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
1610489	Corynebacterium pollutisoli	species	1610489	Corynebacterium pollutisoli	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura2107	point	no	0	1610489	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1610490	Fictibacillus halophilus	species	1610490	Fictibacillus halophilus	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura1644	point	no	0	1610490	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Fictibacillus
1610491	Lampropedia cohaerens	species	1610491	Lampropedia cohaerens	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura868	point	no	0	1610491	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Lampropedia
1610492	Pontibacter ummariensis	species	1610492	Pontibacter ummariensis	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura2106	point	no	0	1610492	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter
1610493	Tessaracoccus flavus	species	1610493	Tessaracoccus flavus	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura2105	point	no	0	1610493	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Tessaracoccus
1610527	Devosia honganensis	species	1610527	Devosia honganensis	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5034	point	no	0	1610527	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia
1610529	Paracoccus aquimaris	species	1610529	Paracoccus aquimaris	32.0	meso	exact_taxid	1	32.0	32.0	32.0	Tempura	Tempura6632	point	no	0	1610529	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus
1610748	Jatrophihabitans soli	species	1610748	Jatrophihabitans soli	29.0	meso	exact_taxid	1	29.0	29.0	29.0	Tempura	Tempura6149	point	no	0	1610748	Bacteria	Actinomycetota	Actinomycetes	Jatrophihabitantales	Jatrophihabitantaceae	Jatrophihabitans
1610899	Roseimarinus sediminis	species	1610899	Roseimarinus sediminis	33.0	meso	exact_taxid	1	33.0	33.0	33.0	Tempura	Tempura2816	point	no	0	1610899	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Roseimarinus
1611323	Halofilum ochraceum	species	1611323	Halofilum ochraceum	35.0	meso	exact_taxid	1	35.0	35.0	35.0	Tempura	Tempura2278	point	no	0	1611323	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halofilum
1611422	Virgibacillus flavescens	species	1611422	Virgibacillus flavescens	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura7826	point	no	0	1611422	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus
1611812	Cyclobacterium sediminis	species	1611812	Cyclobacterium sediminis	27.5	meso	exact_taxid	1	27.5	27.5	27.5	Tempura	Tempura6260	point	no	0	1611812	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium
1612150	Mycoplasma tullyi	species	1612150	Mycoplasma tullyi	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura2721	point	no	0	1612150	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
1612172	Vicinamibacter silvestris	species	1612172	Vicinamibacter silvestris	28.3	meso	exact_taxid	1	28.3	28.3	28.3	Tempura	Tempura4448	point	no	0	1612172	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter
1612173	Niveispirillum cyanobacteriorum	species	1612173	Niveispirillum cyanobacteriorum	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5033	point	no	0	1612173	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Niveispirillum
1612202	Pelagirhabdus alkalitolerans	species	1612202	Pelagirhabdus alkalitolerans	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura867	point	no	0	1612202	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Pelagirhabdus
1612203	Cellulosimicrobium aquatile	species	1612203	Cellulosimicrobium aquatile	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura891	point	no	0	1612203	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Cellulosimicrobium
1612308	Methylocapsa palsarum	species	1612308	Methylocapsa palsarum	21.5	meso	exact_taxid	1	21.5	21.5	21.5	Tempura	Tempura7516	point	no	0	1612308	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylocapsa
1612435	Streptomyces kronopolitis	species	1612435	Streptomyces kronopolitis	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura4727	point	no	0	1612435	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces
1614635	Polaromonas eurypsychrophila	species	1614635	Polaromonas eurypsychrophila	15.0	psychro	exact_taxid	1	15.0	15.0	15.0	Tempura	Tempura8592	point	no	0	1614635	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas
1614636	Polymorphobacter glacialis	species	1614636	Polymorphobacter glacialis	15.0	psychro	exact_taxid	1	15.0	15.0	15.0	Tempura	Tempura8591	point	no	0	1614636	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingosinicellaceae	Polymorphobacter
1614693	Actibacterium naphthalenivorans	species	1614693	Actibacterium naphthalenivorans	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura3674	point	no	0	1614693	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium
1614694	Celeribacter naphthalenivorans	species	1614694	Celeribacter naphthalenivorans	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5032	point	no	0	1614694	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Celeribacter
1614698	Aestuariicoccus marinus	species	1614698	Aestuariicoccus marinus	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura3361	point	no	0	1614698	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Aestuariicoccus
1615494	Mixta intestinalis	species	1615494	Mixta intestinalis	35.0	meso	exact_taxid	1	35.0	35.0	35.0	Tempura	Tempura1828	point	no	0	1615494	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Mixta
1615586	Methanobacterium aggregans	species	1615586	Methanobacterium aggregans	40.0	meso	exact_taxid	2	40.0	40.0	40.0;40.0	Tempura;ThermoBase	ThermoBase1125;Tempura1526	point	no	0	1615586	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium
1615673	Pseudomonas paralactis	species	1615673	Pseudomonas paralactis	29.0	meso	exact_taxid	1	29.0	29.0	29.0	Tempura	Tempura7052	point	no	0	1615673	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
1615674	Pseudomonas lactis	species	1615674	Pseudomonas lactis	29.0	meso	exact_taxid	1	29.0	29.0	29.0	Tempura	Tempura7051	point	no	0	1615674	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
1615681	Acidicapsa acidisoli	species	1615681	Acidicapsa acidisoli	27.5	meso	exact_taxid	1	27.5	27.5	27.5	Tempura	Tempura7111	point	no	0	1615681	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Acidicapsa
1615952	Uliginosibacterium paludis	species	1615952	Uliginosibacterium paludis	35.0	meso	exact_taxid	1	35.0	35.0	35.0	Tempura	Tempura4151	point	no	0	1615952	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Uliginosibacterium
1615953	Paenibacillus lacus	species	1615953	Paenibacillus lacus	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura3360	point	no	0	1615953	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
1616106	Nocardia camponoti	species	1616106	Nocardia camponoti	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura7672	point	no	0	1616106	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia
1616107	Nocardia lasii	species	1616107	Nocardia lasii	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5528	point	no	0	1616107	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia
1616125	Streptomyces camponoticapitis	species	1616125	Streptomyces camponoticapitis	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Tempura	Tempura5527	point	no	0	1616125	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces
1616784	Frigoribacterium salinisoli	species	1616784	Frigoribacterium salinisoli	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Tempura	Tempura4100	point	no	0	1616784	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Frigoribacterium
1616788	Paenibacillus bovis	species	1616788	Paenibacillus bovis	32.5	meso	exact_taxid	1	32.5	32.5	32.5	Tempura	Tempura4303	point	no	0	1616788	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
1616821	Tumebacillus luteolus	species	1616821	Tumebacillus luteolus	32.5	meso	exact_taxid	1	32.5	32.5	32.5	Tempura	Tempura3074	point	no	0	1616821	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus
